City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,sampit,-2.5333,112.95,24.69,94,99,0.97,ID,1686614281
285,iskateley,67.6803,53.1512,7.12,87,70,4.47,RU,1686614282
286,takahashi,34.7833,133.6167,26.14,77,100,0.89,JP,1686614282
287,marka,1.7159,44.7717,25.69,86,98,7.29,SO,1686614282
288,mogocha,53.7333,119.7667,7.72,93,96,4.28,RU,1686614282
289,yelizovo,53.1873,158.3805,22.08,37,0,1.0,RU,1686614283
290,genhe,50.7833,121.5167,23.64,44,100,1.48,CN,1686614283
291,tangalle,6.024,80.7911,26.5,84,99,5.42,LK,1686614283
292,tralee,52.2704,-9.7026,14.09,96,63,1.08,IE,1686614284
293,nagqu,31.5,92.0,5.97,75,100,3.93,CN,1686614284
294,cabedelo,-6.9811,-34.8339,24.37,85,7,5.28,BR,1686614284
295,picos,-7.0769,-41.4669,22.65,71,8,1.02,BR,1686614284
296,fort st. john,56.2499,-120.8529,23.94,35,100,6.69,CA,1686614285
297,yen vinh,18.6667,105.6667,29.01,71,100,2.56,VN,1686614285
298,rikaze,29.25,88.8833,12.44,52,87,2.14,CN,1686614285
299,urengoy,65.9667,78.3667,2.99,70,96,8.11,RU,1686614286
300,mawu,29.5923,107.3139,21.68,77,75,0.3,CN,1686614286
301,justo daract,-33.8594,-65.1828,4.79,36,0,1.49,AR,1686614286
302,lazaro cardenas,17.9583,-102.2,29.76,61,7,5.26,MX,1686614286
303,noumea,-22.2763,166.4572,23.99,99,0,4.1,NC,1686614257
304,kilindoni,-7.9139,39.6668,26.26,63,1,6.24,TZ,1686614287
305,nadym,65.5333,72.5167,1.36,72,55,6.36,RU,1686614231
306,fort bragg,35.139,-79.006,26.57,80,100,3.09,US,1686614288
307,turkan,40.3639,50.215,24.1,73,0,1.03,AZ,1686614288
308,karratha,-20.7377,116.8463,19.06,39,2,8.38,AU,1686614288
309,zahedan,29.4963,60.8629,23.95,23,0,2.06,IR,1686614288
310,arar,30.9753,41.0381,28.01,18,0,5.66,SA,1686614289
311,waingapu,-9.6567,120.2641,25.5,72,21,5.99,ID,1686614289
312,demopolis,32.5176,-87.8364,25.97,69,75,0.0,US,1686614289
313,laojunmiao,39.8333,97.7333,21.03,21,0,3.67,CN,1686614290
314,awjilah,29.1081,21.2869,24.97,51,0,6.7,LY,1686614290
315,cockburn town,21.4612,-71.1419,28.08,84,44,9.46,TC,1686614290
316,bamboo flat,11.7,92.7167,26.05,89,75,3.09,IN,1686614035
317,la passe,45.5549,-0.8967,19.43,91,100,3.11,FR,1686614291
318,najaf,31.9985,44.3398,34.13,19,41,1.91,IQ,1686614291
319,camalu,30.85,-116.0667,18.89,70,1,7.08,MX,1686614291
320,san sebastian de la gomera,28.0916,-17.1133,23.54,83,0,2.57,ES,1686614292
321,hadibu,12.65,54.0333,28.13,79,100,9.37,YE,1686614292
322,bereznik,62.8551,42.7072,14.8,60,100,3.39,RU,1686614292
323,hammamet,36.4,10.6167,21.92,67,64,2.72,TN,1686614292
324,coquimbo,-29.9533,-71.3436,10.85,81,40,2.57,CL,1686614169
325,canutama,-6.5339,-64.3831,26.64,77,98,0.53,BR,1686614293
326,hailin,44.5833,129.4167,19.33,68,9,0.23,CN,1686614293
327,digri,25.1558,69.1113,31.1,61,95,6.45,PK,1686614294
328,pacific grove,36.6177,-121.9166,20.79,76,20,8.75,US,1686614229
329,weno,7.4515,151.8468,29.06,78,81,8.06,FM,1686614294
330,ratnagiri,16.9833,73.3,27.97,81,58,6.98,IN,1686614295
331,madang,-5.2246,145.7966,29.17,74,93,0.61,PG,1686614295
332,hojai,26.0,92.8667,25.16,93,43,0.81,IN,1686614295
333,sierra grande,-41.606,-65.3557,6.61,34,1,1.79,AR,1686614296
334,mejit,10.2753,170.8646,27.98,79,40,8.6,MH,1686614296
335,kolobrzeg,54.1757,15.5834,15.08,52,26,4.7,PL,1686614296
336,san matias,-16.3667,-58.4,13.6,79,100,3.97,BO,1686614296
337,nolinsk,57.5596,49.9363,6.43,77,3,0.48,RU,1686614297
338,yonggwang-up,40.0183,127.4547,19.39,72,100,1.39,KP,1686614297
339,sao sepe,-30.1606,-53.5653,4.55,66,10,2.36,BR,1686614211
340,port said,31.2565,32.2841,22.99,88,0,2.06,EG,1686614298
341,pecos,31.4229,-103.4932,39.58,8,0,5.14,US,1686614157
342,sao vicente,-23.9631,-46.3919,23.1,26,95,0.45,BR,1686614298
343,ketchikan,55.3422,-131.6461,16.26,67,40,6.17,US,1686614167
344,san antonio de pale,-1.4014,5.6325,24.39,90,78,3.32,GQ,1686614299
345,huilong,31.8111,121.655,23.04,83,99,2.64,CN,1686614299
346,necochea,-38.5473,-58.7368,9.39,68,97,4.48,AR,1686614299
347,fada,9.5667,8.3,20.57,94,91,1.16,NG,1686614080
348,ornskoldsvik,63.2909,18.7153,9.53,87,100,2.06,SE,1686614300
349,north bend,43.4065,-124.2243,24.02,77,75,7.2,US,1686614300
350,holualoa,19.6228,-155.9522,25.91,86,40,5.14,US,1686614300
351,tenenkou,14.4572,-4.9169,28.15,57,100,4.93,ML,1686614301
352,anloga,5.7947,0.8973,26.32,70,16,5.57,GH,1686614301
353,lompoc,34.6391,-120.4579,22.08,77,100,4.47,US,1686614160
354,alofi,-19.0595,-169.9187,23.94,94,100,1.03,NU,1686614301
355,launceston,-41.45,147.1667,12.8,89,100,3.09,AU,1686614233
356,santa luzia,-19.7697,-43.8514,22.6,57,0,3.09,BR,1686614302
357,gwadar,25.1216,62.3254,29.51,72,100,1.45,PK,1686614302
358,tofol,5.3248,163.0078,28.88,74,100,5.14,FM,1686614302
359,opuwo,-18.0607,13.84,11.96,16,10,2.61,NA,1686614303
360,lander,42.833,-108.7307,18.95,82,100,3.09,US,1686614166
361,manggar,-2.8833,108.2667,28.06,82,75,6.43,ID,1686614303
362,kralendijk,12.15,-68.2667,28.99,74,40,7.72,BQ,1686614030
363,alta,69.9689,23.2717,10.59,59,100,7.2,NO,1686614304
364,kidal,18.4411,1.4078,31.64,36,27,2.34,ML,1686614304
365,chibougamau,49.9168,-74.3659,24.79,36,0,3.09,CA,1686614304
366,es castell,39.8795,4.2854,22.38,94,40,3.6,ES,1686614305
367,bosobolo,4.1833,19.9,20.99,95,78,1.03,CD,1686614305
368,mushie,-3.0167,16.9,22.25,95,83,1.39,CD,1686614305
369,altus,34.6381,-99.334,20.92,76,100,5.14,US,1686614121
370,agadez,19.75,10.25,31.91,31,0,4.91,NE,1686614306
371,afif,23.9065,42.9172,26.88,25,20,5.94,SA,1686614306
372,choibalsan,48.0667,114.5,24.47,32,51,4.56,MN,1686614088
373,lerwick,60.1545,-1.1494,12.0,94,76,3.08,GB,1686614307
374,fuxin,42.0156,121.6589,19.94,61,56,2.14,CN,1686614307
375,jamtara,23.95,86.8,29.99,68,20,3.57,IN,1686614307
376,palmer,42.1584,-72.3287,23.23,63,100,2.68,US,1686614307
377,yardimli,38.9206,48.2372,18.84,63,8,1.33,AZ,1686614308
378,laminusa,5.5549,120.9136,28.8,75,34,3.09,PH,1686614308
379,eraan,9.0629,117.7016,28.35,76,100,0.9,PH,1686614308
380,aitape,-3.1374,142.3475,27.95,79,100,0.47,PG,1686614308
381,orchard mesa,39.043,-108.5523,27.36,18,75,8.75,US,1686614309
382,santyoku,37.4406,129.1708,20.61,75,50,0.98,KR,1686614309
383,la sarre,48.8002,-79.1996,15.72,84,100,1.62,CA,1686614309
384,dunedin,-45.8742,170.5036,12.11,65,98,2.24,NZ,1686614310
385,claremore,36.3126,-95.6161,24.78,63,0,0.0,US,1686614150
386,gornozavodsk,58.3758,58.3211,2.25,83,6,0.57,RU,1686614310
387,rio grande,-32.035,-52.0986,5.06,61,1,4.34,BR,1686614310
388,akrehamn,59.2667,5.1833,14.14,62,100,1.03,NO,1686614311
389,puerto cabezas,14.0351,-83.3888,29.98,79,75,3.09,NI,1686614311
390,rio preto da eva,-2.6994,-59.6997,24.18,95,50,1.18,BR,1686614311
391,mar del plata,-38.0023,-57.5575,7.83,91,20,3.09,AR,1686614239
392,tual,-5.6667,132.75,26.82,83,99,10.07,ID,1686614312
393,klyuchi,52.2667,79.1667,15.45,84,66,4.34,RU,1686614312
394,abepura,-2.6333,140.5833,27.45,78,40,0.0,ID,1686614313
395,kill devil hills,36.0307,-75.676,26.0,93,40,9.26,US,1686614243
396,naze,28.3667,129.4833,22.51,96,90,5.7,JP,1686614313
397,sarangani,5.4033,125.4636,28.56,72,86,3.1,PH,1686614313
398,aqaba,29.5267,35.0078,28.92,39,0,3.6,JO,1686614314
399,susuman,62.7833,148.1667,18.48,59,100,1.09,RU,1686614314
400,tumayr,25.7039,45.868,31.23,16,1,4.38,SA,1686614314
401,novooleksiyivka,46.2269,34.6428,18.44,90,46,5.07,UA,1686614315
402,aginskoye,51.1,114.53,25.35,37,68,2.84,RU,1686614315
403,vurnary,55.4904,46.9648,5.55,85,1,3.49,RU,1686614315
404,benguela,-12.5763,13.4055,18.98,87,20,0.83,AO,1686614315
405,arkhangel'sk,64.5401,40.5433,13.84,53,95,4.21,RU,1686614316
406,cartagena del chaira,1.3349,-74.8429,22.98,96,53,1.02,CO,1686614316
407,calvinia,-31.4707,19.776,5.98,95,71,4.68,ZA,1686614316
408,christchurch,-43.5333,172.6333,11.9,81,75,3.09,NZ,1686614317
409,torres,-29.3353,-49.7269,9.9,72,32,5.23,BR,1686614053
410,shache,38.4167,77.2406,25.17,17,91,2.33,CN,1686614317
411,listowel,52.4464,-9.485,16.84,95,68,1.46,IE,1686614317
412,kununurra,-15.7667,128.7333,22.99,60,71,0.0,AU,1686614318
413,mount pearl,47.5166,-52.7813,7.3,92,100,6.69,CA,1686614247
414,lospalos,-8.5186,127.0025,23.67,76,65,4.91,TL,1686614318
415,camana,-16.6228,-72.7111,17.73,82,86,4.56,PE,1686614318
416,sibay,52.7181,58.6658,9.68,80,100,5.08,RU,1686614319
417,cuyamel,15.6667,-88.2,35.01,77,65,3.19,HN,1686614319
418,ambalangoda,6.2355,80.0538,27.17,83,100,5.16,LK,1686614319
419,tolanaro,-25.0319,46.9987,22.04,88,20,2.06,MG,1686614319
420,manbij,36.5281,37.9549,18.81,75,2,5.67,SY,1686614320
421,kuqa,41.7278,82.9364,26.91,27,33,3.05,CN,1686614320
422,nar'yan-mar,67.6713,53.087,7.12,87,70,4.44,RU,1686614320
423,ust-tsilma,65.441,52.1498,11.49,88,93,2.6,RU,1686614321
424,adrar,20.5022,-10.0711,29.7,18,39,5.34,MR,1686614321
425,vilyuysk,63.7553,121.6247,11.9,40,0,4.92,RU,1686614321
426,as sulayyil,20.4607,45.5779,34.14,20,99,5.87,SA,1686614321
427,sao joao da barra,-21.6403,-41.0511,23.05,86,49,2.56,BR,1686614322
428,kingston,17.997,-76.7936,30.53,67,20,8.23,JM,1686614033
429,katabu,-4.9333,122.5167,25.02,91,100,1.5,ID,1686614322
430,bestobe,52.4994,73.0975,14.23,57,30,2.41,KZ,1686614322
431,bhamo,24.2667,97.2333,24.14,98,99,0.48,MM,1686614323
432,qusmuryn,52.4503,64.6311,10.37,72,96,7.84,KZ,1686614323
433,ballesteros,18.4126,121.5152,25.75,88,100,3.99,PH,1686614323
434,lorengau,-2.0226,147.2712,29.48,75,27,4.93,PG,1686614323
435,sudbury,46.49,-80.99,15.59,94,100,1.34,CA,1686614080
436,rongelap,11.1635,166.8941,27.8,80,56,7.87,MH,1686614324
437,bardai,11.65,7.2333,23.41,81,71,4.39,NG,1686614324
438,caraballeda,10.6112,-66.8522,27.04,78,52,6.17,VE,1686614324
439,mando,10.7167,6.5667,23.23,83,91,0.88,NG,1686614325
440,north platte,41.1239,-100.7654,23.4,38,0,3.13,US,1686614325
441,al mijlad,11.0333,27.7333,31.19,47,40,3.95,SD,1686614325
442,longgang,37.6508,120.3286,20.02,68,27,3.39,CN,1686614325
443,taoudenni,22.6783,-3.9836,35.16,10,10,4.29,ML,1686614326
444,shakawe,-18.3667,21.85,12.02,29,5,2.93,BW,1686614326
445,aromashevo,56.8602,68.6375,6.81,75,76,1.95,RU,1686614326
446,jinka,5.65,36.65,17.09,85,95,0.95,ET,1686614327
447,vila velha,-20.3297,-40.2925,23.97,88,0,5.66,BR,1686614327
448,juan griego,11.0817,-63.9655,28.07,89,70,5.66,VE,1686614327
449,alice springs,-23.7,133.8833,12.9,50,1,3.6,AU,1686614109
450,amahai,-3.3333,128.9167,27.22,85,96,1.83,ID,1686614328
451,suva,-18.1416,178.4415,23.71,88,75,1.54,FJ,1686614257
452,tieli,46.95,128.05,20.25,69,12,0.84,CN,1686614328
453,monte argentario,42.4345,11.1195,18.89,81,68,1.79,IT,1686614328
454,dryden,49.7833,-92.7503,26.16,27,0,1.03,CA,1686614329
455,paulden,34.8856,-112.4682,25.25,26,31,2.24,US,1686614329
456,mogok,22.9167,96.5,19.93,94,80,1.11,MM,1686614329
457,sokoni,-6.4333,39.55,25.98,69,1,6.46,TZ,1686614329
458,nguigmi,14.2495,13.1092,30.02,56,0,3.11,NE,1686614330
459,ghanzi,-21.5667,21.7833,8.32,65,5,4.38,BW,1686614330
460,senatobia,34.6176,-89.9687,24.87,78,99,1.47,US,1686614330
461,maracaibo,10.6317,-71.6406,28.54,74,39,5.32,VE,1686614331
462,tura,25.5198,90.2201,23.52,95,9,1.81,IN,1686614331
463,mahibadhoo,3.7833,72.9667,28.71,76,65,6.56,MV,1686614331
464,nyurba,63.2842,118.3319,12.3,41,36,2.43,RU,1686614331
465,ghadamis,30.1337,9.5007,29.63,23,0,5.93,LY,1686614332
466,aur,8.1499,171.1687,28.3,78,98,8.6,MH,1686614077
467,nuuk,64.1835,-51.7216,0.67,100,100,2.42,GL,1686614332
468,ourem,39.6417,-8.5919,18.11,85,48,3.73,PT,1686614333
469,ouargla,31.9493,5.325,34.04,17,0,4.63,DZ,1686614333
470,merizo village,13.2658,144.6691,28.88,81,39,7.47,GU,1686614333
471,chivhu,-19.0211,30.8922,10.87,46,3,2.35,ZW,1686614334
472,quellon,-43.1167,-73.6167,3.14,93,0,1.03,CL,1686614334
473,knyaze-volkonskoye,48.4642,135.4567,19.19,68,17,2.63,RU,1686614334
474,svetlyy,54.675,20.1347,14.03,80,100,3.43,RU,1686614162
475,marsa alam,25.0757,34.8918,30.01,41,0,1.79,EG,1686614335
476,usinsk,65.9939,57.5281,6.03,89,100,7.38,RU,1686614335
477,nagaur,27.2,73.7333,31.57,54,3,6.58,IN,1686614335
478,arteche,12.2645,125.4048,28.95,72,87,2.57,PH,1686614335
479,ishikawa,26.4233,127.8214,28.18,100,75,4.12,JP,1686614336
480,dudinka,69.4058,86.1778,7.57,76,92,2.78,RU,1686614336
481,huarmey,-10.0681,-78.1522,21.67,78,6,5.94,PE,1686614336
482,jiuquan,39.7432,98.5174,22.43,20,0,0.72,CN,1686614337
483,qarauyl,48.9451,79.255,14.66,47,0,2.95,KZ,1686614337
484,bloemfontein,-29.1211,26.214,4.71,81,48,2.06,ZA,1686614218
485,kandava,57.0409,22.7747,9.99,65,60,1.71,LV,1686614337
486,crane,31.3974,-102.3501,37.64,9,0,8.29,US,1686614337
487,kaka,37.3482,59.6143,27.36,18,2,1.58,TM,1686614338
488,arendal,58.4615,8.7725,7.89,42,29,1.29,NO,1686614338
489,dawson creek,55.7666,-120.2362,24.8,31,20,5.66,CA,1686614338
490,puerto deseado,-47.7503,-65.8938,4.28,64,79,5.36,AR,1686614339
491,bela,25.9333,81.9833,35.05,29,39,3.45,IN,1686614339
492,bayanhongor,46.7167,100.1167,16.69,39,92,0.59,MN,1686614339
493,higuera de zaragoza,25.95,-109.2833,30.07,39,74,5.81,MX,1686614339
494,conception bay south,47.4999,-52.9981,7.63,90,100,5.63,CA,1686614340
495,san patricio,28.017,-97.5169,32.32,70,22,7.12,US,1686614340
496,suntar,62.1444,117.6319,12.58,40,2,2.53,RU,1686614340
497,el porvenir,13.7617,-87.3458,30.63,85,97,0.57,HN,1686614341
498,saldanha,-33.0117,17.9442,13.03,80,85,7.13,ZA,1686614341
499,alaghsas,17.0187,8.0168,31.98,35,70,2.8,NE,1686614341
500,chegdomyn,51.1167,133.0167,21.43,53,32,1.33,RU,1686614342
501,brak,27.5496,14.2714,27.78,30,0,5.16,LY,1686614342
502,guerrero negro,27.9769,-114.0611,19.67,62,1,9.23,MX,1686614100
503,chernyshevsk,52.5243,117.0174,19.43,63,100,3.18,RU,1686614342
504,veraval,20.9,70.3667,28.94,85,100,13.43,IN,1686614343
505,tarauaca,-8.1614,-70.7656,23.28,97,29,0.15,BR,1686614343
506,ube,33.9431,131.2511,21.99,94,75,4.12,JP,1686614343
507,mournies,35.4764,24.0092,20.46,79,43,1.5,GR,1686614343
508,kuanda,56.3161,116.0806,12.32,62,39,2.07,RU,1686614344
509,vuktyl,63.8567,57.3094,8.08,82,99,3.27,RU,1686614344
510,taro,-8.3862,115.28,23.0,90,89,1.49,ID,1686614344
511,dazhou,31.2159,107.5009,22.72,79,62,1.02,CN,1686614344
512,kuttampuzha,10.1511,76.7339,23.64,92,96,1.17,IN,1686614345
513,murun-kuren,49.6342,100.1625,17.17,78,85,3.29,MN,1686614345
514,cam ranh,11.9214,109.1591,28.98,70,20,3.6,VN,1686614345
515,rapid city,44.0805,-103.231,22.94,55,75,4.47,US,1686614345
516,geraldton,-28.7667,114.6,8.23,87,0,6.17,AU,1686614114
517,anakapalle,17.6833,83.0167,29.97,58,61,2.17,IN,1686614346
518,qarazhal,48.0078,70.7903,18.24,36,8,4.04,KZ,1686614346
519,sandnessjoen,66.0217,12.6316,10.29,96,79,2.24,NO,1686614346
520,sinan,34.8262,126.1086,22.06,77,76,2.43,KR,1686614347
521,cozumel,20.5083,-86.9458,30.53,86,75,2.24,MX,1686614347
522,moia,41.8101,2.0958,19.78,82,97,1.57,ES,1686614347
523,yoloten,37.2989,62.3597,25.79,21,0,1.74,TM,1686614347
524,chui,-33.6971,-53.4616,8.75,71,40,3.75,UY,1686614348
525,peniche,39.3558,-9.3811,18.49,89,39,7.29,PT,1686614348
526,kiama,-34.6833,150.8667,18.1,70,29,2.16,AU,1686614269
527,yuxia,34.0615,108.6291,20.34,47,8,1.1,CN,1686614349
528,wynyard,-41.0,145.7167,11.66,92,100,5.52,AU,1686614349
529,villefontaine,45.6125,5.1456,18.16,88,0,0.0,FR,1686614349
530,neelankarai,12.9455,80.2575,30.02,79,40,3.6,IN,1686614349
531,pauini,-7.7136,-66.9764,23.39,97,31,0.34,BR,1686614063
532,kyzyl-mazhalyk,51.1333,90.6,13.06,64,2,0.1,RU,1686614350
533,plastun,44.7561,136.2939,12.28,97,100,2.18,RU,1686614350
534,aflou,34.1128,2.1023,20.28,53,33,3.58,DZ,1686614350
535,sinop,41.7711,34.8709,14.58,92,91,0.77,TR,1686614351
536,dalandzadgad,43.5708,104.425,22.27,23,1,5.1,MN,1686614351
537,birobidzhan,48.8,132.95,18.73,67,13,2.15,RU,1686614351
538,vernon,50.2581,-119.2691,34.61,24,11,1.54,CA,1686614318
539,okhotsk,59.3833,143.3,8.28,87,84,4.98,RU,1686614352
540,mangrol,21.1167,70.1167,28.95,84,100,14.18,IN,1686614352
541,lubango,-14.9172,13.4925,14.92,44,9,2.57,AO,1686614299
542,melekeok village,7.4957,134.6367,27.11,83,99,2.97,PW,1686614353
543,meulaboh,4.1363,96.1285,24.81,86,88,1.81,ID,1686614353
544,isulan,6.6294,124.605,26.7,86,58,1.12,PH,1686614353
545,cidreira,-30.1811,-50.2056,9.7,65,88,4.08,BR,1686614353
546,port augusta,-32.5,137.7667,13.56,67,2,6.19,AU,1686614283
547,hilongos,10.3744,124.7497,27.25,72,74,1.85,PH,1686614354
548,ermoupolis,37.4423,24.9425,22.16,68,23,3.09,GR,1686614354
549,kaga bandoro,6.9896,19.1874,22.0,92,42,1.31,CF,1686614354
550,nola,40.922,14.5329,21.46,94,39,0.97,IT,1686614355
551,chernyshevskiy,63.0128,112.4714,13.01,38,0,0.79,RU,1686614355
552,gereida,11.2811,25.1414,31.53,42,60,1.78,SD,1686614355
553,ambovombe,-25.1667,46.0833,18.05,93,15,3.26,MG,1686614355
554,kargasok,59.0556,80.8572,8.15,67,25,5.26,RU,1686614356
555,mount isa,-20.7333,139.5,20.87,37,40,2.57,AU,1686614356
556,oakdale,44.963,-92.9649,26.65,30,20,6.69,US,1686614356
557,lahad datu,5.0268,118.327,27.02,85,18,0.8,MY,1686614357
558,zhaoyuan,37.3592,120.3964,22.9,47,45,3.28,CN,1686614357
559,howard springs,-12.497,131.047,23.79,39,84,4.08,AU,1686614357
560,onguday,50.75,86.15,10.39,78,1,0.91,RU,1686614357
561,shaowu,27.3409,117.4831,23.86,86,100,0.69,CN,1686614358
562,nangomba,-10.9,38.5,17.92,68,12,1.45,TZ,1686614358
563,saint-affrique,43.9558,2.8892,16.55,93,72,0.38,FR,1686614358
564,hammerfest,70.6634,23.6821,6.25,87,100,10.29,NO,1686614358
565,argo,37.6333,22.7333,18.21,77,81,1.28,GR,1686614359
566,popondetta,-8.7537,148.2534,30.01,63,54,1.01,PG,1686614359
567,karak city,31.1637,35.762,18.28,58,0,3.58,JO,1686614359
568,pesqueira,-8.3578,-36.6964,19.06,98,12,2.67,BR,1686614359
569,al muwayh,22.4333,41.7583,26.64,25,30,5.64,SA,1686614360
570,soe,-9.8607,124.284,20.79,64,57,2.9,ID,1686614360
571,ponthierry,48.5337,2.5442,20.61,77,0,3.09,FR,1686614360
